crop_name,temperature,humidity,ph
maize,25.97482359,69.36385721,6.822586546
maize,26.14384005,66.20569924,6.655426355
maize,18.66116213,61.55327249,6.1212940410000005
maize,25.10787449,55.97732754,5.790770202999999
maize,23.33844615,59.24580604,6.47444292
maize,25.08239719,65.92195844,6.455116637000001
maize,25.36768364,72.52054555,6.6069840860000015
maize,25.34217103,63.31801994,6.330554389
maize,25.00933355,67.816568,6.5286312660000005
maize,18.66746724,71.516474,5.721667141
maize,20.37999665,63.73849998,6.644205485
maize,18.09300227,72.61024172,6.376651091
maize,26.16985907,71.96246617,6.247040422
maize,18.65396672,61.37879671,6.656730007999999
maize,26.07470121,59.37147589,6.2048017
maize,18.92851916,72.80086137,6.158860284
maize,23.30546753,63.24648023,6.385684213999999
maize,18.74826712,62.49878458,6.417820493
maize,19.74213321,59.66263104,6.381201909
maize,25.73044432,70.74739256,6.877869005
mungbean,27.43329405,87.80507732,7.18530147
mungbean,28.3340432,80.77275974,7.034214276
mungbean,27.01470397,84.34262707,6.635968697999999
mungbean,28.17432665,81.04554836,6.828187498999998
mungbean,29.87888063,87.32761241,6.89077995
mungbean,29.89232778,89.71503316,7.165121108999998
mungbean,28.56212158,83.24855855,6.935804256
mungbean,27.53592929,85.57019009999998,7.196774236
mungbean,29.68361658,87.93598094,6.990095452
mungbean,28.14448546,82.1193047,7.064782137999999
mungbean,29.53037621,86.73346018,7.156563094
mungbean,27.88352946,86.45147631,6.364967184
mungbean,28.22471276,82.35916228,6.428054409
mungbean,29.008124,84.96089355,6.664187809
mungbean,29.75538903,86.45193297,6.637677489
mungbean,29.78416743,85.16906976,6.79385576
mungbean,27.8640132,80.4513142,6.852884642999999
mungbean,27.11026483,84.96771717,7.121571293
mungbean,27.11030369,83.64274107,6.883308033
mungbean,28.95451232,89.07866095,6.421271178
mungbean,29.21780035,87.93724219,6.54450214
mungbean,28.7420098,85.81675947,6.452006451
mungbean,29.65021184,80.29868321,6.489259136
mungbean,27.23924995,86.404241,6.713410626
mungbean,28.95172351,81.67085323,6.510840928
mungbean,28.18837136,82.60629652,6.2873801170000005
mungbean,28.30041493,86.20681554,6.86308576
mungbean,27.89636126,88.71782287,6.78415271
mungbean,28.6899851,87.50436797,6.769415887999999
mungbean,27.826262300000003,88.73100226,6.320768488
mungbean,28.70562673,81.59200689,6.705008503999999
mungbean,28.6362812,84.61431076,6.790736339
mungbean,28.28511547,88.4393979,7.130278657000001
mungbean,27.60887393,86.13316408,7.012740397000001
mungbean,28.60901145,86.99495766,7.1556850160000005
mungbean,29.24598976,84.80084105,6.991242362
mungbean,28.62911222,89.11480590000002,6.218923893
mungbean,29.57329479,88.07505524,7.199495367999999
mungbean,27.82684262,87.16679147,6.3898821660000005
mungbean,29.8757015,83.14796296,6.623438282
mungbean,27.33684386,88.50229102,7.033012777000001
mungbean,29.83040388,89.30428305,6.32400451
mungbean,28.2753171,82.76020821,6.397636709
mungbean,29.86860065,85.99127934,6.401455706
mungbean,29.5888162,89.9939693,6.904587016
mungbean,28.07219563,82.9116472,6.478557136
mungbean,27.84026517,89.99615558,7.063022095
mungbean,27.10818093,87.45126690000002,6.981758362000001
mungbean,27.68515114,81.94268594,6.227134139
mungbean,29.34594634,85.60472562,6.232836962
mungbean,28.36319404,84.8593608,7.140437859
mungbean,27.65280218,89.80650642,6.459252023
mungbean,27.31372793,85.44815232,6.568795403999999
mungbean,27.06909959,86.89934108,7.12851089
mungbean,28.06642822,85.91625451,6.42937879
mungbean,27.73329078,81.13903037,6.248900919
mungbean,27.53632932,89.92908171,6.619891497999999
mungbean,29.66461594,84.28187572,6.377568542000001
mungbean,29.914544300000006,85.85384444,6.415459592
mungbean,28.36363858,87.59810657,6.3206620120000006
mungbean,29.46416042,87.60890009,6.978400282000001
mungbean,29.73013036,82.89166381,6.442335592999999
mungbean,27.46852989,87.17649,7.184398832
mungbean,27.77076285,87.09979549,6.402926221
mungbean,29.12939524,88.48312598,7.085982325
mungbean,27.10606808,89.89593328,6.698574085
mungbean,28.88078945,86.94206817,6.594739424
mungbean,28.14720892,83.8001509,6.647965508
mungbean,29.89129144,80.14487166,7.120032489
mungbean,27.41503453,80.98004661,6.91380932
mungbean,29.27308605,89.4875022,7.073048264
mungbean,29.65296893,88.48587386,6.5304707
mungbean,28.44524991,82.67639542,6.684381357
mungbean,27.96235681,83.97586797,6.581351374
mungbean,29.25649321,81.97952224,6.86483915
mungbean,28.36291385,88.00989267,6.487124217000001
mungbean,27.62749466,86.49366929,6.605733067999999
mungbean,28.66086349,86.12194568,6.860602782000001
mungbean,29.2114218,87.11497805,6.41874299
mungbean,29.40889385,86.16063492,6.365513634
mungbean,28.02952623,84.8845732,6.5563729660000005
mungbean,28.08657178,80.35005927,6.760694227999999
mungbean,29.16174608,80.28038146,6.715276662999999
mungbean,29.8596912,80.03499648,6.666380512000001
mungbean,29.06631494,83.6869203,6.626629798
mungbean,27.38538997,88.66663953,6.702772465
mungbean,27.93034941,85.42058715,7.011030515
mungbean,29.2808618,81.8009244,6.890156495
mungbean,28.9973145,83.78911515,6.821747052
mungbean,27.92678579,86.5543196,7.183189922
mungbean,28.5474135,88.9570454,6.27258822
mungbean,29.36488409,89.1886954,6.679127482
mungbean,28.56149805,83.63802195,6.689825155
mungbean,28.43683487,87.91332682,6.583381939
mungbean,28.79728147,80.45744422,6.725551062
mungbean,28.7275267,89.12760359,7.069747813999999
mungbean,27.95639663,83.52706038,6.921993877999999
mungbean,28.17458662,83.69659318,6.770955317
mungbean,28.77653519,86.69133979,6.983130466
mungbean,28.438097,83.48991368,6.267684328
banana,29.36792366,76.24900101,6.149934034
banana,27.33368994,83.67675197,5.849076099
banana,27.40053601,82.96221306,6.276800323
banana,29.3159075,80.11585705,5.926824754
banana,26.05433004,79.39654531,5.519088423
banana,25.86632408,84.42379269,6.079178787999999
banana,27.00932084,80.18546798,6.13465588
banana,29.55054817,78.06762846,5.808497603999999
banana,26.28845991,83.390039,5.891458107
banana,29.16226551,76.16151562,5.816622478999999
banana,28.65003945,82.68752542,5.8431631610000005
banana,29.07311132,76.50045221,6.376756632999999
banana,28.08166093,75.26429821,5.623615687000001
banana,27.1994597,78.80860679999998,5.91505509
banana,28.05484146,78.04602887,6.458714879
banana,25.14748006,83.34688193,5.565028635
banana,25.94019018,78.3422098,6.211833161
banana,27.66752761,79.68542782,6.490074429
banana,25.56703012,75.94067692,5.590236025
banana,28.6956201,82.54195839,6.225225238999999
banana,26.33544853,76.8532006,6.190757458999999
banana,25.93730186,78.89864446,5.915568968
banana,25.13686519,84.88394407,6.195152442
banana,27.50527651,80.79783998,6.156373499
banana,26.21009246,82.34429458,6.313197204
banana,29.10403455,79.19588629,6.324270089
banana,29.244063800000006,77.32017166,5.7074889870000005
banana,25.56202173,77.38229006,6.119216009
banana,26.3985515,81.36028902,5.571401169
banana,28.09577643,77.79586769,5.63127166
banana,27.84767901,83.31110751,6.101241579
banana,27.39341554,81.4654833,6.438137278999998
banana,25.14517635,81.38204104,6.098369122
banana,28.65456263,79.28693687,5.695267822000001
banana,29.16093424,76.67484233,5.6180944460000015
banana,27.57278064,82.0638878,6.435785799
banana,25.40909896,82.36208097,6.176644228
banana,25.99069521,83.33983116,6.220643671
banana,26.29039046,81.06003778,5.8717022110000014
banana,29.14827211,78.71024836,6.390741836
banana,26.59743595,79.35898915,6.21084479
banana,25.36059237,75.03193255,6.012696655
banana,29.12036889,80.18080728,5.908770059
banana,27.53911354,77.25629897,6.049801781
banana,29.66727337,83.51014178,6.010095852999999
banana,25.05802193,84.97323747,5.738678895
banana,25.86824781,78.52399914,5.74055541
banana,25.85036988,81.95580471,5.793260262
banana,26.51682337,77.79913575,5.50947065
banana,28.66725136,79.59242542,5.986442306
banana,28.14938935,81.54448882,5.790768046
banana,26.42313317,83.69950440000002,5.915546415
banana,26.59386409,81.40740301,6.242528277999999
banana,27.71822477,76.57853189,6.0360792660000016
banana,28.98333432,82.95958244,5.829898502000001
banana,29.42017919,83.96754496,6.088064451
banana,27.39872329,81.10523402,6.469370954
banana,26.4020227,84.41007614,5.720726906
banana,27.81251452,82.69285419,5.80766417
banana,25.19640218,83.55829874,5.703381727999999
banana,28.31193338,75.77363772,6.165001277999999
banana,25.90113128,80.47152737,6.002481605
banana,27.48612983,76.11239849,6.212369363
banana,29.38254012,83.50423735,5.765308943
banana,29.22118628,81.08183635,5.740764682000001
banana,27.09062164,81.33506906,5.879119455
banana,26.12643374,81.81365007,6.099478745
banana,29.01207743,77.95192527,5.674403358999999
banana,27.96799119,79.28625709,5.694243847
banana,28.0764455,76.05522115,5.905494703
banana,25.16278237,84.97849241,6.110844721
banana,25.78749808,84.51194224,6.020445317
banana,25.34119774,84.47321314,6.435917308
banana,29.44795403,78.34971537,5.505393832999999
banana,26.47522633,78.51833782,5.677719902000001
banana,27.39489579,83.31172003,5.719014989
banana,25.08347445,80.26173100000003,6.275572297999999
banana,26.671983500000003,76.48541655,6.275384607
banana,25.44926208,79.49221962,6.201911642000001
banana,28.22776705,80.64303840000002,5.758054257
banana,28.127950899999995,77.48247073,6.3239336470000005
banana,28.9470467,82.1888998,5.901100841
banana,27.96236771,84.15403614,5.644486582000001
banana,28.00316034,78.90085998,6.235461772000001
banana,29.1400919,80.1190228,6.28236237
banana,27.9122104,83.36307683,6.356090905
banana,25.43480512,81.53977797,5.837258235
banana,28.55980972,84.51602322,5.653437902
banana,26.59580783,82.99556744,5.727469947
banana,27.19711623,77.39706290000002,6.200111067999999
banana,25.29391516,79.29122198,5.614471478
banana,29.90888522,76.98740841,6.257369799
banana,27.94972463,76.63713353,6.037430836
banana,25.01018457,78.76260938,5.760457558
banana,29.21144871,84.70189923,6.1581644220000005
banana,27.35911627,84.54625006,6.387431382999999
banana,28.0106804,76.52808057,5.891413895
banana,28.67208915,82.20793613,5.725418961
banana,27.34585147,78.48738349999998,6.281069505
banana,29.50704598,78.20585613,5.507641777999999
watermelon,26.47330219,80.92254421,6.283818329
watermelon,25.18780042,83.44621709,6.818261382999999
watermelon,25.29954705,81.77527562,6.37620108
watermelon,24.74631269,88.30866319,6.581587932000001
watermelon,26.58740671,81.32563243,6.932739726
watermelon,24.53442564,88.989272,6.140099215
watermelon,26.0713757,88.7285657,6.467095849
watermelon,25.96534238,89.77076659,6.849471704
watermelon,26.22338015,85.34866045,6.512196212
watermelon,24.41311871,89.81574032,6.039584629
watermelon,26.49195283,80.04678201,6.057697106
watermelon,24.04355803,84.18406764,6.423898762
watermelon,25.5421695,83.31883376,6.936997681
watermelon,26.74550678,83.9195902,6.251286661
watermelon,25.7131428,80.22972777,6.190015912000001
watermelon,25.76484262,84.17269959999999,6.681606702000001
watermelon,26.79489868,89.64815231,6.51075991
watermelon,24.9004602,89.73524177,6.770278088
watermelon,26.80750629,88.22874955,6.429788072999999
watermelon,25.11189154,80.02621335,6.209888345
watermelon,26.2148837,87.68839820000002,6.419052193
watermelon,24.9103226,86.97190046,6.237861736
watermelon,25.79448878,84.26830701,6.762471628999998
watermelon,25.26931156,87.55055105,6.612847999
watermelon,25.76402693,87.5931128,6.704688865
watermelon,25.85483596,89.13163965,6.049609892
watermelon,24.33528185,81.44030363,6.762030215
watermelon,25.37601283,80.99313508,6.65398725
watermelon,24.86094646,85.05318563,6.738030547
watermelon,24.71885473,88.94568335,6.095689937
watermelon,24.21495706,84.20576992,6.538006356
watermelon,25.81692236,82.043255,6.377427122
watermelon,24.47018505,84.16390229,6.417011754
watermelon,24.13078816,84.84494575,6.649086972
watermelon,26.1793464,86.52258079,6.25933595
watermelon,26.17668721,86.72952049999998,6.121168559
watermelon,26.03867719,84.6378378,6.031424482
watermelon,26.53259325,82.39053979,6.835268183999999
watermelon,26.81938687,87.8274604,6.5517503060000015
watermelon,25.50405534,81.40297428,6.940236218
watermelon,26.20234499,80.38266489,6.87606733
watermelon,25.13735887,89.28272716,6.457216535
watermelon,25.92030221,83.47202566,6.921847887999999
watermelon,26.6634609,89.98405233,6.8814257460000015
watermelon,24.06731461,81.64075303,6.915717008
watermelon,24.6774157,82.75411437,6.206247493999999
watermelon,26.11440416,87.64081095,6.29542477
watermelon,26.81530456,87.65694462,6.399669044
watermelon,25.15623099,80.27525115,6.862157042000001
watermelon,25.2801372,83.15393658,6.224066378
watermelon,26.22005978,80.90127035,6.093814669
watermelon,24.92093261,80.61750795,6.291540277999999
watermelon,26.21667586,81.01009354,6.32281728
watermelon,26.81383586,87.21986949,6.873283991
watermelon,24.31334971,87.47409052,6.074209622000001
watermelon,24.29105004,88.04541346,6.49889585
watermelon,24.42998931,86.33904774,6.678805092
watermelon,25.66576039,88.6984228,6.114128685
watermelon,25.07803672,83.46230461,6.405054243
watermelon,24.88910524,85.87059083,6.110142735
watermelon,25.42900869,82.91481799,6.828982708
watermelon,24.37118217,87.1269128,6.451499763999999
watermelon,26.493064500000006,88.59143088,6.313512998999999
watermelon,25.83202912,89.00481725,6.755192025
watermelon,24.41592661,89.39655519,6.623167177000001
watermelon,24.37190239,81.2514818,6.12532356
watermelon,24.24782473,83.03687902,6.653867608
watermelon,24.64458469,85.49938185,6.343942518
watermelon,24.89681131,86.10782926,6.217300786
watermelon,25.41864024,81.12122989,6.286387658
watermelon,26.26028739,86.14585891,6.769893799999998
watermelon,24.90123934,87.20772913,6.744966312000001
watermelon,24.84740848,89.20454622,6.391858432
watermelon,26.98212846,86.70068316,6.770434148
watermelon,26.90435747,86.25426228,6.727468157000001
watermelon,25.86475496,86.67468041,6.662244646
watermelon,26.70607759,81.14149505,6.944640222
watermelon,26.44019475,80.91934337,6.507110986
watermelon,26.283443,84.42478917,6.520663422
watermelon,26.84366082,83.85039964,6.106500787000001
watermelon,26.03967219,83.9862443,6.277484042999999
watermelon,24.92994759,85.00802358,6.195142279
watermelon,25.50736962,84.24340241,6.792035575
watermelon,25.4438391,87.93923120000002,6.472756256
watermelon,26.12588914,86.5507939,6.000975617000001
watermelon,25.10474753,87.52676159999999,6.5877912620000005
watermelon,26.27520631,86.63249555,6.956508826
watermelon,26.27061608,83.09194521,6.259086582999999
watermelon,26.73690828,87.82430156,6.747537642
watermelon,25.04746944,85.5667282,6.932537231
watermelon,24.69368934,85.56967628,6.353107392999999
watermelon,24.54356968,84.60808277,6.211748957
watermelon,25.89762315,81.96664832,6.277245253999999
watermelon,26.6333118,84.31756844,6.560443519
watermelon,25.35794749,80.45846265,6.903020221
watermelon,25.28784623,89.63667876,6.765094963999998
watermelon,26.63838589,84.69546874,6.189213927000001
watermelon,25.3310446,84.30533791,6.904241707000001
watermelon,26.89750174,83.89241484,6.463271076
watermelon,26.98603693,89.4138489,6.260838965
orange,15.78144173,92.51077745,6.354006743999999
orange,26.03097313,91.50819306,7.511755067999999
orange,13.36050601,91.35608208,7.335158382
orange,18.87957654,92.04304496,7.813916602999999
orange,29.47741671,91.57802915,7.1291369410000005
orange,28.06903173,92.91487288,6.079998496
orange,25.66901098,92.04670813,7.408939392000001
orange,29.77149434,92.00719952,7.207991261
orange,30.55472573,90.90343769,7.189259647
orange,23.96147583,90.26408017,7.365338111
orange,23.98289638,91.5473145,7.455991072000001
orange,25.26052689,90.31153735,6.822282114
orange,31.08368929,90.14362642,7.028746406000002
orange,14.78003032,91.22062116,6.118430299
orange,26.56608303,94.45239715,6.285312759
orange,24.85903405,94.39000473,6.559236744
orange,34.51465139,93.63812684,7.163245982
orange,24.12188673,90.72351622,6.945562889
orange,23.85340379,90.10522549,7.474710503
orange,24.60297538,91.28408653,7.601189842999999
orange,15.63211033,94.25966183,7.5611432239999985
orange,19.33516809,91.97978938,6.361671475
orange,28.2620488,91.98317355,6.929216014
orange,22.67594476,93.36348717,7.477935216
orange,21.03200078,92.9641969,7.684420446
orange,33.23453301,91.06053924,7.825531916
orange,22.30318989,92.15987039,6.438668989
orange,11.50322938,94.8933184,6.946354724
orange,14.34320488,94.35734702,7.994465371
orange,33.105698100000005,93.48447453,7.434118807000001
orange,30.49183837,90.4582865,7.781988584
orange,30.25578031,92.03272799,6.052318465
orange,12.22816189,90.26457428,7.106650373
orange,10.01081312,90.22399223,6.22094286
orange,22.79196751,90.60901895,6.420457311
orange,20.18432263,90.65458473,6.969249676
orange,30.72119881,94.01331956,6.0113021810000005
orange,24.35590861,92.39651663,6.600948787999999
orange,21.21306973,91.35349216,7.817846496
orange,10.78689755,91.38411917,6.8198271
orange,11.89925671,91.34663797,7.291405641
orange,22.56664172,93.37488907,7.598729065
orange,18.86883219,93.24688124,6.157135092000001
orange,17.34083741,93.04897191,7.1917274
orange,34.90665289,92.87820148,7.418761774
orange,24.53610067,91.90997228,6.488221135
orange,13.8377282,91.74780462,6.044167236
orange,22.3551049,93.52211892,6.010391864
orange,34.74004942,93.12316972,6.949838549
orange,11.54785707,94.14861001,7.907956251
orange,23.13338811,91.94670335,7.639788459
orange,29.98364695,94.55239717,7.53350946
orange,20.87947369,90.93756231,6.251586885
orange,17.24944623,91.13772765,6.543191814
orange,15.83388699,91.68293851,7.651225301
orange,23.01014302,91.11764246,6.708889665
orange,16.39624284,92.18151927,6.625538653
orange,24.45132792,93.10527686,6.528354932
orange,31.87859192,91.15248149,6.450640306
orange,31.34920143,91.48247612,7.181907673
orange,18.05142392,90.03969587,7.016482298
orange,30.84835031,92.86773675,6.388617138
orange,22.45616931,91.52781832,7.57125447
orange,13.70319166,90.95589386,7.609348255
orange,20.48954522,93.72485075,7.137136973
orange,13.20844373,94.02769434,6.354022554
orange,32.31944397,93.67804556,6.196907944
orange,20.68185224,90.91510525,7.829507245
orange,31.52675982,90.50621806,6.395258356
orange,25.35467646,91.81183218,7.992041984
orange,17.66545409,91.69865887,6.583411671
orange,12.59093977,91.81668769,6.206053072
orange,11.86631922,93.68394562,6.976997772000001
orange,11.03367937,92.22706805,6.562594972
orange,25.2990432,94.96419851,7.260416405
orange,32.23797837,90.15406807,6.460044777999999
orange,17.68408797,94.35815354,6.699164936
orange,10.2708877,90.19147747,7.401121811
orange,17.22034507,94.78797376,6.912033409
orange,19.667056,90.50096668,7.764040111
orange,10.35609594,93.75652041,7.796034006
orange,27.255435,91.71369387,6.969883482999999
orange,34.591784600000004,92.13229786,6.730757538
orange,32.39523995,94.51768464,6.601395755
orange,10.16431299,91.22320999,6.465913274
orange,21.49118657,93.43949693,6.41354791
orange,16.53460397,94.76759975,6.475275337
orange,31.852069399999998,90.12220323,6.407715561
orange,28.04799508,90.00621688,6.550814117000001
orange,31.75048899,94.59551226,7.36220835
orange,29.07412717,93.27189064,7.36549204
orange,19.14381903,90.71037456,7.8546243
orange,16.14820285,91.4448027,7.995848977
orange,34.05296914,92.05811721,6.725600855
orange,34.51423957,90.56151463,7.786725333
orange,32.71748548,90.54608254,7.656978112000001
orange,25.16296632,92.54736032,7.105904818
orange,27.68167318,94.47316879,7.199106204
orange,21.35093384,90.9492967,7.871063004
orange,11.69894639,93.25638873,7.566165721
papaya,35.21462816,91.49725058,6.7932454170000005
papaya,42.39413392,90.79028064,6.576261427
papaya,38.4191628,91.14220381,6.751452932
papaya,35.33294932,92.11508608,6.560743092999999
papaya,42.92325255,90.07600528,6.938313356
papaya,33.83508569,92.85470152,6.991626158
papaya,33.20258348,92.76437927,6.977700268
papaya,23.48546973,93.71043692,6.833768535
papaya,29.33710543,90.81781439,6.739170045
papaya,40.21199348,94.50766912,6.993473247000001
papaya,42.13473976,91.70445386,6.757470637000001
papaya,32.86316618,91.4618874,6.8506632320000005
papaya,29.80744318,91.38048469,6.74274935
papaya,31.56213762,93.0484859,6.506120752
papaya,36.32268069,93.06134398,6.98992719
papaya,37.13165026,94.60761797,6.69215564
papaya,38.4418717,93.63739039,6.544029776
papaya,32.66160599,90.78931681,6.927803911
papaya,27.92765919,91.55594211,6.721835879
papaya,39.01793345,91.48815629,6.99223441
papaya,32.51247398,94.65904123,6.704204398
papaya,38.72382798,91.72514851,6.702424548
papaya,43.30204933,92.83405443,6.641098708
papaya,27.58548913,90.72526502,6.585346229
papaya,40.78881819,92.90951393,6.563134737
papaya,23.19451074,91.40301608,6.502289472999999
papaya,32.68067385,92.61715632,6.800321319
papaya,34.28879307,93.61082872,6.721130542999999
papaya,39.30050027,94.16193416,6.574677594
papaya,39.73149053,91.12220596,6.919342407
papaya,39.23342464,91.25589286,6.519779582999999
papaya,27.34734861,94.17756725,6.687088097999999
papaya,40.76998685,92.09278584,6.747975732
papaya,26.26559543,90.79668055,6.65149129
papaya,28.12971499,93.3210737,6.502675132
papaya,34.2804607,90.55561637,6.825371185
papaya,33.7960155,93.00754254,6.99104104
papaya,31.53243779,90.87394933,6.5116248410000015
papaya,42.30495821,90.51431779,6.93172108
papaya,24.63676897,90.61964344,6.712772332999999
papaya,28.28222883,91.37059792,6.63016515
papaya,24.48620746,92.98254537,6.761953186
papaya,42.84609252,94.63548176,6.691202286
papaya,43.67549305,93.10887229,6.608667683999999
papaya,42.07213781,92.92203105,6.840802254
papaya,33.46873719,92.12746225,6.834808347999999
papaya,31.7018373,91.66232213,6.953439161
papaya,41.41968393,90.03863107,6.665024507999999
papaya,42.54744013,94.94482086,6.662875839
papaya,28.91842453,94.63676767,6.678695788
papaya,43.08022702,93.90305729,6.54277684
papaya,29.20300896,93.96834049,6.839443833
papaya,41.04224355,91.37258067,6.805277038
papaya,25.62446619,93.18240298,6.762522087000001
papaya,35.32876402,91.06138506,6.678449317999999
papaya,24.42561272,92.27749066,6.577192175
papaya,31.18298415,90.21646909,6.734005647999999
papaya,31.88342554,91.3256535,6.524459342
papaya,42.93368602,91.1756748,6.501521192
papaya,23.11407669,94.31994776,6.758479569
papaya,24.87212063,93.90560147,6.676578778
papaya,43.36051537,93.35191636,6.941496806
papaya,26.83054058,90.75379971,6.864143752
papaya,30.42012134,93.12659793,6.583528529
papaya,28.64555584,93.22642604,6.751747609
papaya,32.50037548,93.47888842,6.893509446
papaya,43.03714283,94.6428898,6.720744449
papaya,30.10773379,90.34546355,6.827812549
papaya,23.69212243,93.61055571,6.912299695
papaya,35.67667332,93.30641944,6.586107335
papaya,27.71948962,94.43877142,6.827305908
papaya,35.26824831,92.38282957,6.821774589
papaya,23.16855863,90.78821158,6.656458831
papaya,33.08706051,92.25197542,6.770384816
papaya,37.4620912,90.44967809,6.933809742999999
papaya,38.73218907,94.73613484,6.579441304
papaya,32.57720726,92.74889453,6.92791761
papaya,38.38231475,93.10378595,6.985804083
papaya,42.93605359,90.09448142,6.612429546
papaya,25.65492304,92.74501561,6.813383387000001
papaya,37.58899717,91.99740365,6.967759599999999
papaya,29.60718808,93.15642801,6.57398033
papaya,25.34756111,93.02871078,6.803094965
papaya,25.9300384,93.02357765,6.964955435
papaya,32.76795887,94.57377401,6.764213299
papaya,29.02328049,90.20396783,6.617703177999999
papaya,40.00439101,90.17015833,6.52711001
papaya,33.32315744,91.25271223,6.709668804
papaya,31.22790131,94.94021378,6.620729882000001
papaya,26.68386496,92.9585411,6.583760498999999
papaya,24.70528368,90.14732171,6.6764073370000006
papaya,38.2016825,93.97379963,6.751298936
papaya,36.56769731,93.79503425,6.867554147000001
papaya,26.05375792,93.69111672,6.7424900270000006
papaya,31.29986342,92.76039164,6.986228647000001
papaya,40.10207731,94.35110201,6.979102243
papaya,38.58954491,91.58076549,6.8256647820000005
papaya,41.31330062,91.1508798,6.617066674
papaya,37.03551903,91.79430166,6.551892637999999
papaya,23.012401800000006,91.07355541,6.598860305
tomato,18.32327171374926,80.0,6.25
potato,18.895963172575023,80.0,5.5
tomato,19.8777256356118,80.0,6.25
potato,19.062629111970992,80.0,8.0
tomato,17.304778077101467,80.0,6.5
potato,10.64847522719463,80.0,6.75
tomato,15.384474742922857,80.0,6.75
potato,12.917718182243124,80.0,8.0
tomato,5.327149022494751,80.0,6.5
potato,14.97571527674485,80.0,6.75
tomato,19.28199397161736,80.0,6.25
potato,18.175562754509897,80.0,6.25
tomato,17.5934722885889,80.0,8.0
potato,21.81717745475852,78.18282254524148,6.5
tomato,12.507966886467772,80.0,6.25
potato,15.009068055973382,80.0,6.25
tomato,12.470599733828529,80.0,8.0
potato,24.352119489077587,75.64788051092242,6.75
tomato,17.480321166129375,80.0,6.75
potato,7.091730371927273,80.0,6.25
tomato,10.164444726995168,80.0,6.75
potato,14.2835837064146,80.0,6.75
tomato,10.49353090667666,80.0,6.75
